overlap_start,overlap_end,overlap_duration,agent_stime,agent_etime,customer_stime,customer_etime,initiator,file_id
38.0,39.0,1.0,38.0,47,34.0,39.0,Agent,849b1e2c-abc5-41a4-a1b1-0b97cd2a245d.json
46.0,47.0,1.0,38.0,47,46.0,50.0,Customer,849b1e2c-abc5-41a4-a1b1-0b97cd2a245d.json
49.0,50.0,1.0,49.0,53,46.0,50.0,Agent,849b1e2c-abc5-41a4-a1b1-0b97cd2a245d.json
11.0,12.0,1.0,11.0,20,8.0,12.0,Agent,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
19.0,20.0,1.0,11.0,20,19.0,23.0,Customer,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
22.0,23.0,1.0,22.0,31,19.0,23.0,Agent,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
30.0,31.0,1.0,22.0,31,30.0,36.0,Customer,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
35.0,36.0,1.0,35.0,43,30.0,36.0,Agent,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
42.0,43.0,1.0,35.0,43,42.0,46.0,Customer,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
45.0,46.0,1.0,45.0,54,42.0,46.0,Agent,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
53.0,54.0,1.0,45.0,54,53.0,58.0,Customer,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
57.0,58.0,1.0,57.0,66,53.0,58.0,Agent,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
65.0,66.0,1.0,57.0,66,65.0,70.0,Customer,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
69.0,70.0,1.0,69.0,75,65.0,70.0,Agent,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
74.0,75.0,1.0,69.0,75,74.0,78.0,Customer,f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed.json
10.0,11.0,1.0,10.0,20,7.5,11.0,Agent,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
19.0,20.0,1.0,10.0,20,19.0,24.0,Customer,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
23.0,24.0,1.0,23.0,28,19.0,24.0,Agent,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
27.0,28.0,1.0,23.0,28,27.0,30.0,Customer,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
29.0,30.0,1.0,29.0,40,27.0,30.0,Agent,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
39.0,40.0,1.0,29.0,40,39.0,43.0,Customer,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
42.0,43.0,1.0,42.0,50,39.0,43.0,Agent,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
49.0,50.0,1.0,42.0,50,49.0,53.0,Customer,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
52.0,53.0,1.0,52.0,60,49.0,53.0,Agent,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
59.0,60.0,1.0,52.0,60,59.0,63.0,Customer,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
62.0,63.0,1.0,62.0,73,59.0,63.0,Agent,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
72.0,73.0,1.0,62.0,73,72.0,77.0,Customer,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
76.0,77.0,1.0,76.0,80,72.0,77.0,Agent,e07fbcf9-3cac-4ed4-a6bf-67d4dd985779.json
7.0,8.0,1.0,7.0,18,5.5,8.0,Agent,9e2faf2f-4b66-4aeb-a04b-cbffeb9a7bb4.json
7.5,8.0,0.5,0.0,8,7.5,11.0,Customer,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
10.0,11.0,1.0,10.0,20,7.5,11.0,Agent,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
19.0,20.0,1.0,10.0,20,19.0,24.0,Customer,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
23.0,24.0,1.0,23.0,30,19.0,24.0,Agent,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
29.0,30.0,1.0,23.0,30,29.0,34.0,Customer,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
33.0,34.0,1.0,33.0,44,29.0,34.0,Agent,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
43.0,44.0,1.0,33.0,44,43.0,50.0,Customer,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
49.0,50.0,1.0,49.0,55,43.0,50.0,Agent,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
54.0,55.0,1.0,49.0,55,54.0,58.0,Customer,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
57.0,58.0,1.0,57.0,66,54.0,58.0,Agent,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
65.0,66.0,1.0,57.0,66,65.0,70.0,Customer,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
69.0,70.0,1.0,69.0,74,65.0,70.0,Agent,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
73.0,74.0,1.0,69.0,74,73.0,76.0,Customer,05731aab-0e72-46c1-8fd3-dc50fb20c758.json
4.5,5.0,0.5,0.0,5,4.5,10.0,Customer,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
9.0,10.0,1.0,9.0,20,4.5,10.0,Agent,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
19.0,20.0,1.0,9.0,20,19.0,24.0,Customer,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
23.0,24.0,1.0,23.0,33,19.0,24.0,Agent,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
32.0,33.0,1.0,23.0,33,32.0,37.0,Customer,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
36.0,37.0,1.0,36.0,46,32.0,37.0,Agent,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
45.0,46.0,1.0,36.0,46,45.0,53.0,Customer,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
52.0,53.0,1.0,52.0,62,45.0,53.0,Agent,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
61.0,62.0,1.0,52.0,62,61.0,67.0,Customer,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
66.0,67.0,1.0,66.0,76,61.0,67.0,Agent,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
75.0,76.0,1.0,66.0,76,75.0,82.0,Customer,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
81.0,82.0,1.0,81.0,91,75.0,82.0,Agent,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
90.0,91.0,1.0,81.0,91,90.0,94.0,Customer,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
93.0,94.0,1.0,93.0,100,90.0,94.0,Agent,b8628a31-ef89-4218-b2a2-3058dbc4b106.json
11.0,12.0,1.0,11.0,18,8.0,12.0,Agent,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
21.0,22.0,1.0,21.0,25,19.0,22.0,Agent,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
29.0,30.0,1.0,29.0,37,26.0,30.0,Agent,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
36.0,37.0,1.0,29.0,37,36.0,40.0,Customer,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
39.0,40.0,1.0,39.0,45,36.0,40.0,Agent,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
44.0,45.0,1.0,39.0,45,44.0,50.0,Customer,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
49.0,50.0,1.0,49.0,56,44.0,50.0,Agent,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
55.0,56.0,1.0,49.0,56,55.0,60.0,Customer,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
59.0,60.0,1.0,59.0,66,55.0,60.0,Agent,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
65.0,66.0,1.0,59.0,66,65.0,70.0,Customer,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
69.0,70.0,1.0,69.0,76,65.0,70.0,Agent,9a6cb7d2-c697-43a0-8cad-4194dfb44c92.json
9.0,10.0,1.0,9.0,22,6.0,10.0,Agent,46a46fb9-78ba-4502-873c-7e409f03ffc2.json
35.0,37.0,2.0,35.0,48,33.0,37.0,Agent,46a46fb9-78ba-4502-873c-7e409f03ffc2.json
51.0,52.0,1.0,51.0,60,49.0,52.0,Agent,46a46fb9-78ba-4502-873c-7e409f03ffc2.json
8.0,9.0,1.0,8.0,14,6.0,9.0,Agent,86686c7b-df90-4b78-8785-b1891b047f26.json
18.0,19.0,1.0,18.0,25,15.0,19.0,Agent,86686c7b-df90-4b78-8785-b1891b047f26.json
27.0,28.0,1.0,27.0,35,26.0,28.0,Agent,86686c7b-df90-4b78-8785-b1891b047f26.json
41.0,42.0,1.0,41.0,47,36.0,42.0,Agent,86686c7b-df90-4b78-8785-b1891b047f26.json
52.0,53.0,1.0,52.0,60,48.0,53.0,Agent,86686c7b-df90-4b78-8785-b1891b047f26.json
59.0,60.0,1.0,52.0,60,59.0,62.0,Customer,86686c7b-df90-4b78-8785-b1891b047f26.json
24.5,25.0,0.5,18.0,25,24.5,29.0,Customer,e96bd606-4673-43e3-b04b-f6a474bb86a0.json
9.0,10.0,1.0,9.0,15,5.5,10.0,Agent,a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3.json
29.0,30.0,1.0,20.0,30,29.0,32.0,Customer,a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3.json
37.0,38.0,1.0,32.5,38,37.0,42.0,Customer,a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3.json
51.0,52.0,1.0,42.5,52,51.0,55.0,Customer,a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3.json
62.0,63.0,1.0,55.5,63,62.0,66.0,Customer,a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3.json
73.0,74.0,1.0,66.5,74,73.0,75.0,Customer,a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3.json
9.0,10.0,1.0,9.0,19,7.5,10.0,Agent,8b692284-0736-4dcb-a94a-3ee68cf9dcf4.json
22.0,23.0,1.0,22.0,31,20.0,23.0,Agent,8b692284-0736-4dcb-a94a-3ee68cf9dcf4.json
34.5,35.0,0.5,34.5,44,32.0,35.0,Agent,8b692284-0736-4dcb-a94a-3ee68cf9dcf4.json
47.0,48.0,1.0,47.0,57,45.0,48.0,Agent,8b692284-0736-4dcb-a94a-3ee68cf9dcf4.json
60.0,61.0,1.0,60.0,70,58.0,61.0,Agent,8b692284-0736-4dcb-a94a-3ee68cf9dcf4.json
75.0,76.0,1.0,75.0,85,71.0,76.0,Agent,8b692284-0736-4dcb-a94a-3ee68cf9dcf4.json
88.0,89.0,1.0,88.0,93,86.0,89.0,Agent,8b692284-0736-4dcb-a94a-3ee68cf9dcf4.json
9.0,10.0,1.0,9.0,20,6.5,10.0,Agent,2f01bebb-f647-43c0-ad44-f1d1f65ad673.json
23.0,24.0,1.0,23.0,30,21.0,24.0,Agent,2f01bebb-f647-43c0-ad44-f1d1f65ad673.json
34.0,35.0,1.0,34.0,46,31.0,35.0,Agent,2f01bebb-f647-43c0-ad44-f1d1f65ad673.json
51.0,52.0,1.0,51.0,58,47.0,52.0,Agent,2f01bebb-f647-43c0-ad44-f1d1f65ad673.json
60.0,61.0,1.0,60.0,66,58.5,61.0,Agent,2f01bebb-f647-43c0-ad44-f1d1f65ad673.json
70.0,71.0,1.0,70.0,78,67.0,71.0,Agent,2f01bebb-f647-43c0-ad44-f1d1f65ad673.json
11.0,12.0,1.0,11.0,22,8.0,12.0,Agent,954ed55c-8bdf-4ce9-8a84-c73d297b74cd.json
25.0,26.0,1.0,25.0,34,23.0,26.0,Agent,954ed55c-8bdf-4ce9-8a84-c73d297b74cd.json
38.0,39.0,1.0,38.0,50,35.0,39.0,Agent,954ed55c-8bdf-4ce9-8a84-c73d297b74cd.json
55.0,56.0,1.0,55.0,64,51.0,56.0,Agent,954ed55c-8bdf-4ce9-8a84-c73d297b74cd.json
68.0,69.0,1.0,68.0,78,65.0,69.0,Agent,954ed55c-8bdf-4ce9-8a84-c73d297b74cd.json
82.0,83.0,1.0,82.0,88,79.0,83.0,Agent,954ed55c-8bdf-4ce9-8a84-c73d297b74cd.json
11.0,12.0,1.0,11.0,20,8.0,12.0,Agent,02b08433-58e0-46af-961e-221ba94cb8df.json
22.0,23.0,1.0,22.0,32,21.0,23.0,Agent,02b08433-58e0-46af-961e-221ba94cb8df.json
35.0,36.0,1.0,35.0,45,33.0,36.0,Agent,02b08433-58e0-46af-961e-221ba94cb8df.json
49.0,50.0,1.0,49.0,58,46.0,50.0,Agent,02b08433-58e0-46af-961e-221ba94cb8df.json
61.0,62.0,1.0,61.0,71,59.0,62.0,Agent,02b08433-58e0-46af-961e-221ba94cb8df.json
5.0,6.0,1.0,0.0,6,5.0,11.0,Customer,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
10.0,11.0,1.0,10.0,20,5.0,11.0,Agent,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
19.5,20.0,0.5,10.0,20,19.5,26.0,Customer,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
25.0,26.0,1.0,25.0,35,19.5,26.0,Agent,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
34.0,35.0,1.0,25.0,35,34.0,42.0,Customer,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
41.0,42.0,1.0,41.0,50,34.0,42.0,Agent,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
49.0,50.0,1.0,41.0,50,49.0,55.0,Customer,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
54.0,55.0,1.0,54.0,63,49.0,55.0,Agent,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
62.0,63.0,1.0,54.0,63,62.0,69.0,Customer,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
68.0,69.0,1.0,68.0,78,62.0,69.0,Agent,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
77.0,78.0,1.0,68.0,78,77.0,85.0,Customer,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
84.0,85.0,1.0,84.0,93,77.0,85.0,Agent,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
92.0,93.0,1.0,84.0,93,92.0,98.0,Customer,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
97.0,98.0,1.0,97.0,104,92.0,98.0,Agent,d3ee9bf9-cf64-468a-83da-fac5c6fb7a41.json
10.0,11.0,1.0,10.0,20,7.5,11.0,Agent,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
22.0,23.0,1.0,22.0,27,20.5,23.0,Agent,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
26.0,27.0,1.0,22.0,27,26.0,30.0,Customer,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
29.0,30.0,1.0,29.0,40,26.0,30.0,Agent,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
39.0,40.0,1.0,29.0,40,39.0,43.0,Customer,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
42.0,43.0,1.0,42.0,48,39.0,43.0,Agent,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
47.0,48.0,1.0,42.0,48,47.0,50.0,Customer,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
49.0,50.0,1.0,49.0,56,47.0,50.0,Agent,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
55.0,56.0,1.0,49.0,56,55.0,58.0,Customer,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
57.0,58.0,1.0,57.0,63,55.0,58.0,Agent,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
62.0,63.0,1.0,57.0,63,62.0,65.0,Customer,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
64.0,65.0,1.0,64.0,66,62.0,65.0,Agent,9d45b90c-1bd1-48e7-b8db-6051b95e51f9.json
8.0,9.0,1.0,8.0,15,6.0,9.0,Agent,3f9a4a6a-2d53-4391-95c9-44306989d6ce.json
17.0,18.0,1.0,17.0,29,16.0,18.0,Agent,3f9a4a6a-2d53-4391-95c9-44306989d6ce.json
32.0,33.0,1.0,32.0,41,30.0,33.0,Agent,3f9a4a6a-2d53-4391-95c9-44306989d6ce.json
63.0,64.0,1.0,63.0,72,57.0,64.0,Agent,3f9a4a6a-2d53-4391-95c9-44306989d6ce.json
75.0,76.0,1.0,75.0,85,73.0,76.0,Agent,3f9a4a6a-2d53-4391-95c9-44306989d6ce.json
11.0,12.0,1.0,11.0,20,9.5,12.0,Agent,9530d56d-f98f-491f-a29c-88bf3c9ffded.json
22.0,23.0,1.0,22.0,27,21.0,23.0,Agent,9530d56d-f98f-491f-a29c-88bf3c9ffded.json
30.0,31.0,1.0,30.0,40,28.0,31.0,Agent,9530d56d-f98f-491f-a29c-88bf3c9ffded.json
44.0,45.0,1.0,44.0,50,41.0,45.0,Agent,9530d56d-f98f-491f-a29c-88bf3c9ffded.json
53.0,54.0,1.0,53.0,62,51.0,54.0,Agent,9530d56d-f98f-491f-a29c-88bf3c9ffded.json
65.0,66.0,1.0,65.0,73,63.0,66.0,Agent,9530d56d-f98f-491f-a29c-88bf3c9ffded.json
6.5,7.0,0.5,0.0,7,6.5,10.0,Customer,656fdb00-a46e-4a96-92cd-894eeea08829.json
9.0,10.0,1.0,9.0,18,6.5,10.0,Agent,656fdb00-a46e-4a96-92cd-894eeea08829.json
17.0,18.0,1.0,9.0,18,17.0,23.0,Customer,656fdb00-a46e-4a96-92cd-894eeea08829.json
22.0,23.0,1.0,22.0,30,17.0,23.0,Agent,656fdb00-a46e-4a96-92cd-894eeea08829.json
29.0,30.0,1.0,22.0,30,29.0,32.0,Customer,656fdb00-a46e-4a96-92cd-894eeea08829.json
31.0,32.0,1.0,31.0,40,29.0,32.0,Agent,656fdb00-a46e-4a96-92cd-894eeea08829.json
19.8,20.0,0.1999999999999993,10.0,20,19.8,23.0,Customer,019b9e97-9575-459e-9893-b59d8c99acef.json
22.0,23.0,1.0,22.0,31,19.8,23.0,Agent,019b9e97-9575-459e-9893-b59d8c99acef.json
30.0,31.0,1.0,22.0,31,30.0,34.0,Customer,019b9e97-9575-459e-9893-b59d8c99acef.json
33.0,34.0,1.0,33.0,39,30.0,34.0,Agent,019b9e97-9575-459e-9893-b59d8c99acef.json
38.0,39.0,1.0,33.0,39,38.0,42.0,Customer,019b9e97-9575-459e-9893-b59d8c99acef.json
41.0,42.0,1.0,41.0,50,38.0,42.0,Agent,019b9e97-9575-459e-9893-b59d8c99acef.json
6.5,7.0,0.5,0.0,7,6.5,10.0,Customer,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
9.0,10.0,1.0,9.0,22,6.5,10.0,Agent,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
21.0,22.0,1.0,9.0,22,21.0,25.0,Customer,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
24.0,25.0,1.0,24.0,34,21.0,25.0,Agent,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
33.0,34.0,1.0,24.0,34,33.0,38.0,Customer,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
37.0,38.0,1.0,37.0,50,33.0,38.0,Agent,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
49.0,50.0,1.0,37.0,50,49.0,53.0,Customer,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
52.0,53.0,1.0,52.0,62,49.0,53.0,Agent,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
61.0,62.0,1.0,52.0,62,61.0,64.0,Customer,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
63.0,64.0,1.0,63.0,66,61.0,64.0,Agent,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
65.0,66.0,1.0,63.0,66,65.0,68.0,Customer,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
67.0,68.0,1.0,67.0,74,65.0,68.0,Agent,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
73.0,74.0,1.0,67.0,74,73.0,76.0,Customer,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
75.0,76.0,1.0,75.0,85,73.0,76.0,Agent,73a011af-5fcc-458b-9ae5-48c7367eab5d.json
13.0,14.0,1.0,13.0,22,8.0,14.0,Agent,348f6912-9877-4576-b0b2-4bcba9858515.json
24.0,25.0,1.0,24.0,33,23.0,25.0,Agent,348f6912-9877-4576-b0b2-4bcba9858515.json
36.0,37.0,1.0,36.0,48,34.0,37.0,Agent,348f6912-9877-4576-b0b2-4bcba9858515.json
53.0,54.0,1.0,53.0,64,49.0,54.0,Agent,348f6912-9877-4576-b0b2-4bcba9858515.json
68.0,69.0,1.0,68.0,77,65.0,69.0,Agent,348f6912-9877-4576-b0b2-4bcba9858515.json
76.0,77.0,1.0,68.0,77,76.0,81.0,Customer,348f6912-9877-4576-b0b2-4bcba9858515.json
80.0,81.0,1.0,80.0,90,76.0,81.0,Agent,348f6912-9877-4576-b0b2-4bcba9858515.json
92.0,93.0,1.0,92.0,97,91.0,93.0,Agent,348f6912-9877-4576-b0b2-4bcba9858515.json
10.0,11.0,1.0,10.0,18,8.0,11.0,Agent,fa8af38b-d3f8-415c-a69b-e28dccf8af99.json
22.0,23.0,1.0,22.0,34,19.0,23.0,Agent,fa8af38b-d3f8-415c-a69b-e28dccf8af99.json
39.0,40.0,1.0,39.0,51,35.0,40.0,Agent,fa8af38b-d3f8-415c-a69b-e28dccf8af99.json
55.0,56.0,1.0,55.0,63,52.0,56.0,Agent,fa8af38b-d3f8-415c-a69b-e28dccf8af99.json
66.0,67.0,1.0,66.0,78,64.0,67.0,Agent,fa8af38b-d3f8-415c-a69b-e28dccf8af99.json
81.0,82.0,1.0,81.0,92,79.0,82.0,Agent,fa8af38b-d3f8-415c-a69b-e28dccf8af99.json
95.0,96.0,1.0,95.0,105,93.0,96.0,Agent,fa8af38b-d3f8-415c-a69b-e28dccf8af99.json
11.0,12.0,1.0,11.0,24,8.0,12.0,Agent,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
23.0,24.0,1.0,11.0,24,23.0,27.0,Customer,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
26.0,27.0,1.0,26.0,33,23.0,27.0,Agent,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
32.0,33.0,1.0,26.0,33,32.0,37.0,Customer,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
36.0,37.0,1.0,36.0,49,32.0,37.0,Agent,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
48.0,49.0,1.0,36.0,49,48.0,53.0,Customer,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
52.0,53.0,1.0,52.0,63,48.0,53.0,Agent,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
62.0,63.0,1.0,52.0,63,62.0,66.0,Customer,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
65.0,66.0,1.0,65.0,72,62.0,66.0,Agent,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
71.0,72.0,1.0,65.0,72,71.0,75.0,Customer,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
74.0,75.0,1.0,74.0,83,71.0,75.0,Agent,b8553ad6-58ac-4104-b081-b73ca0749d2b.json
7.5,8.0,0.5,0.0,8,7.5,11.0,Customer,a033d0d6-eb56-4cc8-8e31-0a00c7c94607.json
10.0,11.0,1.0,10.0,18,7.5,11.0,Agent,a033d0d6-eb56-4cc8-8e31-0a00c7c94607.json
17.0,18.0,1.0,10.0,18,17.0,21.0,Customer,a033d0d6-eb56-4cc8-8e31-0a00c7c94607.json
20.0,21.0,1.0,20.0,27,17.0,21.0,Agent,a033d0d6-eb56-4cc8-8e31-0a00c7c94607.json
26.0,27.0,1.0,20.0,27,26.0,34.0,Customer,a033d0d6-eb56-4cc8-8e31-0a00c7c94607.json
33.0,34.0,1.0,33.0,40,26.0,34.0,Agent,a033d0d6-eb56-4cc8-8e31-0a00c7c94607.json
39.0,40.0,1.0,33.0,40,39.0,44.0,Customer,a033d0d6-eb56-4cc8-8e31-0a00c7c94607.json
43.0,44.0,1.0,43.0,50,39.0,44.0,Agent,a033d0d6-eb56-4cc8-8e31-0a00c7c94607.json
10.0,11.0,1.0,10.0,20,8.5,11.0,Agent,f3d61724-540e-4665-837d-95c662b34a84.json
19.0,20.0,1.0,10.0,20,19.0,23.0,Customer,f3d61724-540e-4665-837d-95c662b34a84.json
22.0,23.0,1.0,22.0,32,19.0,23.0,Agent,f3d61724-540e-4665-837d-95c662b34a84.json
31.0,32.0,1.0,22.0,32,31.0,35.0,Customer,f3d61724-540e-4665-837d-95c662b34a84.json
34.0,35.0,1.0,34.0,42,31.0,35.0,Agent,f3d61724-540e-4665-837d-95c662b34a84.json
41.0,42.0,1.0,34.0,42,41.0,45.0,Customer,f3d61724-540e-4665-837d-95c662b34a84.json
44.0,45.0,1.0,44.0,54,41.0,45.0,Agent,f3d61724-540e-4665-837d-95c662b34a84.json
7.5,8.0,0.5,0.0,8,7.5,12.0,Customer,708878fa-108e-4c22-b7bf-1d5c38227087.json
11.0,12.0,1.0,11.0,18,7.5,12.0,Agent,708878fa-108e-4c22-b7bf-1d5c38227087.json
17.0,18.0,1.0,11.0,18,17.0,22.0,Customer,708878fa-108e-4c22-b7bf-1d5c38227087.json
21.0,22.0,1.0,21.0,29,17.0,22.0,Agent,708878fa-108e-4c22-b7bf-1d5c38227087.json
28.0,29.0,1.0,21.0,29,28.0,33.0,Customer,708878fa-108e-4c22-b7bf-1d5c38227087.json
32.0,33.0,1.0,32.0,40,28.0,33.0,Agent,708878fa-108e-4c22-b7bf-1d5c38227087.json
39.0,40.0,1.0,32.0,40,39.0,44.0,Customer,708878fa-108e-4c22-b7bf-1d5c38227087.json
43.0,44.0,1.0,43.0,50,39.0,44.0,Agent,708878fa-108e-4c22-b7bf-1d5c38227087.json
49.0,50.0,1.0,43.0,50,49.0,54.0,Customer,708878fa-108e-4c22-b7bf-1d5c38227087.json
53.0,54.0,1.0,53.0,62,49.0,54.0,Agent,708878fa-108e-4c22-b7bf-1d5c38227087.json
61.0,62.0,1.0,53.0,62,61.0,65.0,Customer,708878fa-108e-4c22-b7bf-1d5c38227087.json
64.0,65.0,1.0,64.0,73,61.0,65.0,Agent,708878fa-108e-4c22-b7bf-1d5c38227087.json
72.0,73.0,1.0,64.0,73,72.0,75.0,Customer,708878fa-108e-4c22-b7bf-1d5c38227087.json
74.0,75.0,1.0,74.0,80,72.0,75.0,Agent,708878fa-108e-4c22-b7bf-1d5c38227087.json
11.0,12.0,1.0,11.0,22,8.0,12.0,Agent,43bb3199-b004-41ef-a7da-1ae746f1567c.json
24.0,25.0,1.0,24.0,30,23.0,25.0,Agent,43bb3199-b004-41ef-a7da-1ae746f1567c.json
35.0,36.0,1.0,35.0,42,31.0,36.0,Agent,43bb3199-b004-41ef-a7da-1ae746f1567c.json
47.0,48.0,1.0,47.0,58,43.0,48.0,Agent,43bb3199-b004-41ef-a7da-1ae746f1567c.json
12.0,13.0,1.0,12.0,22,8.0,13.0,Agent,b8bf9022-4917-42b9-a6b7-cfa28ee305ad.json
21.0,22.0,1.0,12.0,22,21.0,25.0,Customer,b8bf9022-4917-42b9-a6b7-cfa28ee305ad.json
24.0,25.0,1.0,24.0,32,21.0,25.0,Agent,b8bf9022-4917-42b9-a6b7-cfa28ee305ad.json
31.0,32.0,1.0,24.0,32,31.0,34.0,Customer,b8bf9022-4917-42b9-a6b7-cfa28ee305ad.json
33.0,34.0,1.0,33.0,42,31.0,34.0,Agent,b8bf9022-4917-42b9-a6b7-cfa28ee305ad.json
